Date,Site,Site_Number,Pair,Quadrat,Depth_min,Depth_max,Slope_angle,Latitude,Longitude,Elevation,Time_24hr,Treatment,Macrophyte,Length,Width,Height,Volume,Weight,Alive,pH,O2_percent,O2_mg_l,Temp,Conductivity,NH4_Water,NH4_Sediment
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,67,42,17,47838,28.4,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,63,39.5,19.5,48526,28.4,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,66,39,19.5,50193,29.5,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,67.5,40.5,19.5,53308,30.9,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,64,44,19,53504,26.2,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,64.5,43,21,58244,34.3,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,71.5,42.5,20,60775,35.6,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,69,39.5,22.5,61324,38.3,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,74,40.5,22,65934,38.8,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,72.5,45,21,68513,39.4,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,71,44,22,68728,37.7,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,75,44,21,69300,42.5,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,71,47.5,21,70823,45.8,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1B,4,1.2,1.2,0,-37.9448972,175.5806389,64.77404785,11:01:46,Macrophyte,Hornwort,72,47,24.5,82908,44.8,Alive,8.3,105,8.92,20.9,157.2,6.3,0.8
21.03.19,Keeleys_Landing,1,1C,5,1.2,1.2,0,-37.94469654,175.5805912,55.64160156,11:21:03,None,None,,,,0,,,8.3,101.2,9,21.1,157.4,1.2,0.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,60.5,36,12.5,27225,,Dead,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,59,37.5,17,37613,25.1,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,62,39,19.5,47151,32.8,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,66.5,39,19.5,50573,30.4,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,64,41,20.5,53792,,Dead,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,65,40,21,54600,32.8,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,66.5,40.5,20.5,55212,28.8,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,61,49.5,18.5,55861,,Dead,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,63.5,40,22,55880,33.6,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,68,40.5,20.5,56457,33.9,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,67,38.5,22.5,58039,37,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,67.5,44.5,23.5,70588,42.8,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,80,43.5,22.5,78300,49.1,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,76,48.5,22,81092,45.2,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,78,47.5,22.5,83363,53.2,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,76,50,22,83600,47.4,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1C,6,1.2,1.2,0,-37.94476921,175.5805352,60.20788574,11:50:37,Macrophyte,Hornwort,78.5,49,22,84623,54.1,Alive,8.3,100.6,8.89,21.4,156.4,2.9,6.5
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,58,36,17,35496,21.3,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,56,37,17.5,36260,21.8,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,60.5,35,18,38115,24.7,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,62.5,37,17,39313,26.2,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,59,38,18,40356,23.4,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,61,36,19,41724,,Dead,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,67,39,19,49647,31.8,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,65,39,20,50700,26.4,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,62,42,19.5,50778,28.6,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,64,39,22.5,56160,,Dead,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,66.5,44.5,19,56226,33.3,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,67,41,21,57687,32.8,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,70,42.5,20,59500,33.7,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,71.5,42.5,20,60775,35.8,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,71,41,22,64042,42.6,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,72.5,42,21.5,65468,38.5,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,65.5,46,22,66286,39.5,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,68.5,44.5,22,67062,41.7,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,69.5,45,22.5,70369,44.8,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,73,45,23.5,77198,45.8,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,70.5,41.5,26.5,77532,45.5,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,7,1.2,1.2,0,-37.94480525,175.5805809,61.64990234,12:15:44,None,None,81,49.5,26,104247,59.6,Alive,8.3,103.9,9.26,21,156.6,1.3,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,58,37,16,34336,20.5,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,57.5,39.5,17.5,39747,20.3,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,66,37.5,18.5,45788,28.9,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,68,42,17.5,49980,31.5,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,69.5,42,19.5,56921,38,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,68.5,42,20,57540,33.4,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,70.5,40.5,20.5,58533,,Dead,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,70,44,19.5,60060,39.3,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,69,43.5,22.5,67534,37.4,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1D,8,1.2,1.2,0,-37.94478941,175.5804986,55.40124512,12:24:59,Macrophyte,Hornwort,76,48,19,69312,39.9,Alive,8.3,99,8.78,21.2,157,3.4,
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,42,29,11,13398,6.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,58,35.5,16,32944,20.2,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,59,35,16.5,34073,21.2,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,60,37,17,37740,21.9,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,64,36,17.5,40320,,Dead,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,60,32,21,40320,26,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,58.5,36,20,42120,23.9,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,63,36.5,19,43691,25.9,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,60,37.5,20,45000,28.2,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,62.5,39,18.5,45094,25,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,61,40,19,46360,27.2,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,60,39,20,46800,27.5,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,61,40,19.5,47580,26.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,67,42,17,47838,31.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,64.5,42,18,48762,28.7,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,59,43.5,19,48764,24.4,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,68,41,17.5,48790,26.1,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,63.5,42,18.5,49340,27.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,65,40,19,49400,30.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,64,39,20,49920,30.9,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,65.5,38.5,20,50435,29.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,66,39,20,51480,29.4,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,65,40,20,52000,34,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,63.5,41,20,52070,28.8,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,63,41,20.5,52952,30.4,Alive,8.3,104.1,9.2,21.9,154.4,1.1,2.4
21.03.19,Keeleys_Landing,1,1E,9,1.2,1.2,0,-37.94514237,175.5809825,57.80456543,13:39:09,None,None,69.5,40,19.5,54210,,Dead,8.3,104.1,9.2,21.9,154.4,1.1,2.4
